# x y som_x som_y cluster b_Alpha b_Bravo b_Charlie b_Delta Alpha Bravo Charlie Delta
343700.000000 7457600.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.271851 29.708155 2.970816 4060.114502
343700.000000 7457700.000000 37 8 0 20034.453125 50.086140 10.017229 5008.613281 994.743652 29.842310 2.984231 4078.448975
343700.000000 7457800.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.775757 29.723272 2.972327 4062.180664
343700.000000 7457900.000000 41 2 0 20019.591797 50.048977 10.009795 5004.897949 998.481506 29.954445 2.995445 4093.774170
343700.000000 7458000.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.485535 29.714567 2.971457 4060.990723
343700.000000 7458100.000000 27 10 0 19894.566406 49.736397 9.947277 4973.641602 1002.915100 30.087452 3.008745 4111.951660
343700.000000 7458200.000000 40 8 0 20016.800781 50.042007 10.008402 5004.200195 996.156982 29.884710 2.988471 4084.243652
343700.000000 7458300.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.749512 30.142487 3.014249 4119.473145
343700.000000 7458400.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.166565 29.824997 2.982500 4076.083008
343700.000000 7458500.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.765320 30.142960 3.014296 4119.537598
343700.000000 7458600.000000 42 5 0 20012.166016 50.030415 10.006083 5003.041504 998.735718 29.962070 2.996207 4094.816406
343700.000000 7458700.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.646301 29.839388 2.983939 4078.049805
343700.000000 7458800.000000 22 10 0 19853.964844 49.634926 9.926983 4963.491211 1006.921082 30.207632 3.020763 4128.376465
343700.000000 7458900.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.914551 30.267435 3.026744 4136.549805
343700.000000 7459000.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.656250 29.779688 2.977969 4069.890625
343700.000000 7459100.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.121826 29.823654 2.982365 4075.899414
343700.000000 7459200.000000 38 3 0 20046.445312 50.116112 10.023222 5011.611328 996.549255 29.896477 2.989648 4085.851807
343700.000000 7459300.000000 30 7 0 19974.359375 49.935894 9.987180 4993.589844 998.906494 29.967194 2.996719 4095.516602
343700.000000 7459400.000000 30 8 0 19966.482422 49.916203 9.983241 4991.620605 1000.017578 30.000526 3.000053 4100.072266
343700.000000 7459500.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.448303 30.133450 3.013345 4118.237793
343700.000000 7459600.000000 44 2 0 20007.656250 50.019146 10.003829 5001.914062 1000.129639 30.003889 3.000389 4100.531250
343700.000000 7459700.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.580444 29.777412 2.977741 4069.579834
343700.000000 7459800.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.629272 29.718880 2.971888 4061.580078
343700.000000 7459900.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.499390 30.134981 3.013498 4118.447754
343800.000000 7450000.000000 43 4 0 20009.824219 50.024551 10.004910 5002.456055 1000.099304 30.002979 3.000298 4100.407227
343800.000000 7450100.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.734680 29.722040 2.972204 4062.012207
343800.000000 7450200.000000 28 10 0 19892.074219 49.730186 9.946038 4973.018555 1002.783508 30.083506 3.008350 4111.412109
343800.000000 7450300.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.645081 29.839354 2.983935 4078.044922
343800.000000 7450400.000000 45 1 0 20005.990234 50.014973 10.002995 5001.497559 1000.164917 30.004948 3.000495 4100.676270
343800.000000 7450500.000000 32 1 0 20094.779297 50.236950 10.047391 5023.694824 996.316284 29.889488 2.988949 4084.896729
343800.000000 7450600.000000 42 4 0 20013.349609 50.033375 10.006675 5003.337402 998.705872 29.961176 2.996118 4094.694092
343800.000000 7450700.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.507568 29.715227 2.971523 4061.081055
343800.000000 7450800.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.299438 29.828983 2.982898 4076.627686
343800.000000 7450900.000000 34 5 0 20088.751953 50.221882 10.044376 5022.187988 998.118469 29.943554 2.994355 4092.285889
343800.000000 7451000.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.081726 29.762453 2.976245 4067.535156
343800.000000 7451100.000000 37 4 0 20043.847656 50.109619 10.021925 5010.961914 996.756104 29.902683 2.990268 4086.700195
343800.000000 7451200.000000 38 1 0 20043.841797 50.109612 10.021920 5010.960449 996.586365 29.897591 2.989759 4086.004150
343800.000000 7451300.000000 36 0 0 20056.947266 50.142372 10.028475 5014.236816 996.716919 29.901506 2.990151 4086.539307
343800.000000 7451400.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.082153 29.822466 2.982247 4075.736816
343800.000000 7451500.000000 35 5 0 20052.474609 50.131191 10.026237 5013.118652 998.023132 29.940693 2.994069 4091.894775
343800.000000 7451600.000000 26 10 0 19853.154297 49.632885 9.926578 4963.288574 1006.095581 30.182867 3.018287 4124.991699
343800.000000 7451700.000000 28 7 0 20002.060547 50.005157 10.001032 5000.515137 1002.537415 30.076122 3.007612 4110.403320
343800.000000 7451800.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.682007 30.260460 3.026046 4135.596191
343800.000000 7451900.000000 31 5 0 20086.734375 50.216835 10.043366 5021.683594 998.413330 29.952400 2.995240 4093.494629
343800.000000 7452000.000000 24 10 0 19854.089844 49.635216 9.927044 4963.522461 1006.564270 30.196928 3.019693 4126.913574
343800.000000 7452100.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.015930 29.760479 2.976048 4067.265381
343800.000000 7452200.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.213745 29.706413 2.970641 4059.876465
343800.000000 7452300.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.718384 30.141552 3.014155 4119.345703
343800.000000 7452400.000000 21 12 0 19846.894531 49.617241 9.923449 4961.723633 1008.021484 30.240644 3.024065 4132.888184
343800.000000 7452500.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.614624 29.778439 2.977844 4069.719971
343800.000000 7452600.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.865112 29.785954 2.978595 4070.747070
343800.000000 7452700.000000 49 1 0 19971.798828 49.929497 9.985900 4992.949707 1000.788086 30.023642 3.002364 4103.230957
343800.000000 7452800.000000 30 5 0 20086.007812 50.215019 10.043003 5021.501953 998.461548 29.953846 2.995385 4093.692383
343800.000000 7452900.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.170593 30.245119 3.024512 4133.499512
343800.000000 7453000.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.454346 29.833630 2.983363 4077.262695
343800.000000 7453100.000000 45 7 0 19962.621094 49.906555 9.981310 4990.655273 1000.706421 30.021193 3.002119 4102.896484
343800.000000 7453200.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.241211 29.707235 2.970724 4059.988770
343800.000000 7453300.000000 38 1 0 20043.841797 50.109612 10.021920 5010.960449 996.589661 29.897690 2.989769 4086.017578
343800.000000 7453400.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.963928 29.728918 2.972892 4062.952148
343800.000000 7453500.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.741699 30.142250 3.014225 4119.440918
343800.000000 7453600.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.611572 29.778347 2.977835 4069.707275
343800.000000 7453700.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.034790 30.241043 3.024104 4132.942383
343800.000000 7453800.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.814758 29.724442 2.972444 4062.340332
343800.000000 7453900.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.448669 30.253460 3.025346 4134.639648
343800.000000 7454000.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.980286 30.269409 3.026941 4136.819336
343800.000000 7454100.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.937012 29.728109 2.972811 4062.841553
343800.000000 7454200.000000 47 3 0 19970.996094 49.927483 9.985497 4992.749023 1000.759399 30.022781 3.002278 4103.113281
343800.000000 7454300.000000 34 1 0 20085.000000 50.212482 10.042499 5021.250000 996.845703 29.905373 2.990537 4087.067383
343800.000000 7454400.000000 48 0 0 20001.373047 50.003433 10.000686 5000.343262 1000.399292 30.011978 3.001198 4101.637207
343800.000000 7454500.000000 25 11 0 19851.078125 49.627697 9.925539 4962.769531 1006.414795 30.192444 3.019244 4126.300781
343800.000000 7454600.000000 44 7 0 19967.990234 49.919971 9.983994 4991.997559 1000.494812 30.014845 3.001484 4102.028809
343800.000000 7454700.000000 48 0 0 20001.373047 50.003433 10.000686 5000.343262 1000.406860 30.012205 3.001221 4101.667969
343800.000000 7454800.000000 38 9 0 20026.886719 50.067230 10.013443 5006.721680 994.702698 29.841080 2.984108 4078.281006
343800.000000 7454900.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.940918 30.148228 3.014823 4120.257812
343800.000000 7455000.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.438171 30.253145 3.025315 4134.596680
343800.000000 7455100.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.307312 29.709219 2.970922 4060.260010
343800.000000 7455200.000000 45 1 0 20005.990234 50.014973 10.002995 5001.497559 1000.179199 30.005375 3.000538 4100.734863
343800.000000 7455300.000000 32 0 0 20092.171875 50.230431 10.046086 5023.042969 996.087402 29.882622 2.988262 4083.958496
343800.000000 7455400.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.656433 30.259693 3.025969 4135.491211
343800.000000 7455500.000000 33 9 0 19902.574219 49.756432 9.951286 4975.643555 994.979919 29.849398 2.984940 4079.417480
343800.000000 7455600.000000 36 4 0 20048.710938 50.121777 10.024355 5012.177734 996.701416 29.901043 2.990104 4086.475830
343800.000000 7455700.000000 40 8 0 20016.800781 50.042007 10.008402 5004.200195 996.217590 29.886528 2.988653 4084.492188
343800.000000 7455800.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.252625 29.767578 2.976758 4068.235840
343800.000000 7455900.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.178162 29.765345 2.976534 4067.930420
343800.000000 7456000.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.286926 30.128607 3.012861 4117.576172
343800.000000 7456100.000000 45 4 0 19974.783203 49.936962 9.987392 4993.695801 1000.441711 30.013250 3.001325 4101.811035
343800.000000 7456200.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.747192 29.782415 2.978242 4070.263428
343800.000000 7456300.000000 48 2 0 19971.476562 49.928680 9.985739 4992.869141 1000.816895 30.024508 3.002451 4103.349121
343800.000000 7456400.000000 48 0 0 20001.373047 50.003433 10.000686 5000.343262 1000.402161 30.012066 3.001207 4101.648926
343800.000000 7456500.000000 31 5 0 20086.734375 50.216835 10.043366 5021.683594 998.413391 29.952402 2.995240 4093.494873
343800.000000 7456600.000000 42 4 0 20013.349609 50.033375 10.006675 5003.337402 998.702820 29.961084 2.996109 4094.681396
343800.000000 7456700.000000 45 5 0 19972.408203 49.931019 9.986205 4993.102051 1000.518311 30.015549 3.001555 4102.125000
343800.000000 7456800.000000 43 6 0 19978.839844 49.947109 9.989420 4994.709961 1000.249451 30.007484 3.000748 4101.022949
343800.000000 7456900.000000 23 10 0 19854.289062 49.635723 9.927144 4963.572266 1006.825562 30.204767 3.020477 4127.984863
343800.000000 7457000.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.872070 29.786161 2.978616 4070.775391
343800.000000 7457100.000000 30 4 0 20086.216797 50.215538 10.043108 5021.554199 998.309998 29.949299 2.994930 4093.071045
343800.000000 7457200.000000 47 3 0 19970.996094 49.927483 9.985497 4992.749023 1000.753174 30.022594 3.002259 4103.087891
343800.000000 7457300.000000 47 1 0 19999.326172 49.998325 9.999664 4999.831543 1000.432617 30.012978 3.001298 4101.773438
343800.000000 7457400.000000 34 8 0 19994.810547 49.987019 9.997404 4998.702637 992.429688 29.772892 2.977289 4068.961914
343800.000000 7457500.000000 43 2 0 20010.330078 50.025826 10.005165 5002.582520 998.968750 29.969063 2.996906 4095.771729
343800.000000 7457600.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.939087 30.148172 3.014817 4120.250488
343800.000000 7457700.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.431152 29.712934 2.971293 4060.767822
343800.000000 7457800.000000 34 8 0 19994.810547 49.987019 9.997404 4998.702637 992.397644 29.771929 2.977193 4068.830322
343800.000000 7457900.000000 41 8 0 20005.697266 50.014244 10.002850 5001.424316 998.982483 29.969475 2.996948 4095.828125
343800.000000 7458000.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.643616 30.259308 3.025931 4135.438965
343800.000000 7458100.000000 44 7 0 19967.990234 49.919971 9.983994 4991.997559 1000.472473 30.014174 3.001417 4101.937012
343800.000000 7458200.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.869141 30.266075 3.026608 4136.363281
343800.000000 7458300.000000 29 10 0 19897.294922 49.743225 9.948642 4974.323730 1002.500061 30.075003 3.007500 4110.250488
343800.000000 7458400.000000 41 1 0 20017.587891 50.043968 10.008793 5004.396973 998.431885 29.952957 2.995296 4093.570801
343800.000000 7458500.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.133240 30.123997 3.012400 4116.946289
343800.000000 7458600.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.173157 30.125195 3.012520 4117.109863
343800.000000 7458700.000000 26 9 0 19917.671875 49.794186 9.958836 4979.417969 1006.069946 30.182098 3.018210 4124.886719
343800.000000 7458800.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.594788 29.777843 2.977784 4069.638672
343800.000000 7458900.000000 32 5 0 20086.787109 50.216969 10.043393 5021.696777 998.348389 29.950451 2.995045 4093.228271
343800.000000 7459000.000000 28 11 0 19891.421875 49.728561 9.945709 4972.855469 1002.678528 30.080357 3.008036 4110.981934
343800.000000 7459100.000000 31 9 0 19909.484375 49.773712 9.954743 4977.371094 996.435974 29.893078 2.989308 4085.387451
343800.000000 7459200.000000 43 2 0 20010.330078 50.025826 10.005165 5002.582520 998.957153 29.968716 2.996871 4095.724365
343800.000000 7459300.000000 48 9 0 19942.580078 49.856480 9.971293 4985.645020 1002.241333 30.067240 3.006724 4109.189453
343800.000000 7459400.000000 29 6 0 20064.527344 50.161324 10.032265 5016.131836 998.520874 29.955626 2.995563 4093.935547
343800.000000 7459500.000000 44 7 0 19967.990234 49.919971 9.983994 4991.997559 1000.505554 30.015167 3.001517 4102.072754
343800.000000 7459600.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.378723 29.831362 2.983136 4076.952637
343800.000000 7459700.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.981506 29.789446 2.978945 4071.224121
343800.000000 7459800.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.666077 29.719982 2.971998 4061.730957
343800.000000 7459900.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.063232 30.241898 3.024190 4133.059570
343900.000000 7450000.000000 42 4 0 20013.349609 50.033375 10.006675 5003.337402 998.701294 29.961039 2.996104 4094.675293
343900.000000 7450100.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.509888 30.255297 3.025530 4134.890625
343900.000000 7450200.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 990.229614 29.706888 2.970689 4059.941406
343900.000000 7450300.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.049500 30.241486 3.024148 4133.002930
343900.000000 7450400.000000 29 10 0 19897.294922 49.743225 9.948642 4974.323730 1002.403015 30.072092 3.007209 4109.852539
343900.000000 7450500.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.831238 30.264936 3.026494 4136.208008
343900.000000 7450600.000000 25 10 0 19853.230469 49.633083 9.926618 4963.307617 1006.335266 30.190058 3.019006 4125.974609
343900.000000 7450700.000000 26 8 0 19994.410156 49.986027 9.997206 4998.602539 1006.178040 30.185341 3.018534 4125.330078
343900.000000 7450800.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.652466 29.839573 2.983957 4078.074951
343900.000000 7450900.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.534302 29.836029 2.983603 4077.590576
343900.000000 7451000.000000 23 9 0 19854.818359 49.637054 9.927410 4963.704590 1006.885620 30.206568 3.020657 4128.230957
343900.000000 7451100.000000 44 8 0 19963.392578 49.908485 9.981696 4990.848145 1000.605164 30.018156 3.001816 4102.481445
343900.000000 7451200.000000 34 0 0 20082.402344 50.206013 10.041203 5020.600586 996.817627 29.904530 2.990453 4086.952393
343900.000000 7451300.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.930603 30.267918 3.026792 4136.615234
343900.000000 7451400.000000 41 1 0 20017.587891 50.043968 10.008793 5004.396973 998.445496 29.953363 2.995337 4093.626465
343900.000000 7451500.000000 30 5 0 20086.007812 50.215019 10.043003 5021.501953 998.476624 29.954300 2.995430 4093.754150
343900.000000 7451600.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.077271 30.242317 3.024232 4133.116699
343900.000000 7451700.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.069885 29.822096 2.982210 4075.686523
343900.000000 7451800.000000 49 3 0 19963.414062 49.908535 9.981708 4990.853516 1000.972717 30.029182 3.002918 4103.988281
343900.000000 7451900.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.802734 29.784082 2.978408 4070.491211
343900.000000 7452000.000000 28 11 0 19891.421875 49.728561 9.945709 4972.855469 1002.694092 30.080822 3.008082 4111.045898
343900.000000 7452100.000000 23 12 0 19847.564453 49.618927 9.923784 4961.891113 1006.788818 30.203665 3.020366 4127.834473
343900.000000 7452200.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.519287 29.835577 2.983558 4077.529053
343900.000000 7452300.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.195251 29.825857 2.982586 4076.200439
343900.000000 7452400.000000 42 4 0 20013.349609 50.033375 10.006675 5003.337402 998.703125 29.961094 2.996109 4094.682861
343900.000000 7452500.000000 33 0 0 20091.816406 50.229534 10.045905 5022.954102 996.447998 29.893440 2.989344 4085.436768
343900.000000 7452600.000000 26 10 0 19853.154297 49.632885 9.926578 4963.288574 1006.135376 30.184063 3.018406 4125.155273
343900.000000 7452700.000000 28 7 0 20002.060547 50.005157 10.001032 5000.515137 1002.562622 30.076878 3.007688 4110.506836
343900.000000 7452800.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.081055 30.242432 3.024243 4133.132324
343900.000000 7452900.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.565857 30.136976 3.013698 4118.720215
343900.000000 7453000.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.732544 29.781977 2.978198 4070.203369
343900.000000 7453100.000000 34 8 0 19994.810547 49.987019 9.997404 4998.702637 992.498291 29.774948 2.977495 4069.242920
343900.000000 7453200.000000 27 10 0 19894.566406 49.736397 9.947277 4973.641602 1002.959412 30.088783 3.008878 4112.133789
343900.000000 7453300.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.050598 30.121519 3.012152 4116.607422
343900.000000 7453400.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.368774 29.831062 2.983106 4076.911865
343900.000000 7453500.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.370300 30.131109 3.013111 4117.918457
343900.000000 7453600.000000 23 9 0 19854.818359 49.637054 9.927410 4963.704590 1006.851624 30.205549 3.020555 4128.091797
343900.000000 7453700.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.626404 30.138794 3.013879 4118.968262
343900.000000 7453800.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.019531 30.120586 3.012059 4116.479980
343900.000000 7453900.000000 49 9 0 19939.099609 49.847752 9.969549 4984.774902 1002.194641 30.065840 3.006584 4108.998047
343900.000000 7454000.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.587219 30.257616 3.025762 4135.207520
343900.000000 7454100.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.219849 29.766596 2.976660 4068.101318
343900.000000 7454200.000000 32 2 0 20095.916016 50.239796 10.047957 5023.979004 996.919678 29.907591 2.990759 4087.370850
343900.000000 7454300.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.640503 29.779215 2.977921 4069.826172
343900.000000 7454400.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.442871 29.833286 2.983329 4077.215820
343900.000000 7454500.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.198914 30.125967 3.012597 4117.215820
343900.000000 7454600.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.553528 29.776606 2.977660 4069.469482
343900.000000 7454700.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.096375 30.122890 3.012289 4116.794922
343900.000000 7454800.000000 29 10 0 19897.294922 49.743225 9.948642 4974.323730 1002.490601 30.074718 3.007472 4110.211426
343900.000000 7454900.000000 27 10 0 19894.566406 49.736397 9.947277 4973.641602 1002.828308 30.084850 3.008485 4111.596191
343900.000000 7455000.000000 43 1 0 20012.189453 50.030479 10.006095 5003.047363 998.804504 29.964134 2.996413 4095.098389
343900.000000 7455100.000000 48 9 0 19942.580078 49.856480 9.971293 4985.645020 1002.000671 30.060020 3.006002 4108.202637
343900.000000 7455200.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.992310 29.789770 2.978977 4071.268555
343900.000000 7455300.000000 28 10 0 19892.074219 49.730186 9.946038 4973.018555 1002.799133 30.083973 3.008397 4111.476562
343900.000000 7455400.000000 33 9 0 19902.574219 49.756432 9.951286 4975.643555 994.977905 29.849337 2.984934 4079.409424
343900.000000 7455500.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.933777 29.788012 2.978801 4071.028320
343900.000000 7455600.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.113892 29.763416 2.976342 4067.666992
343900.000000 7455700.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.820984 29.784630 2.978463 4070.565918
343900.000000 7455800.000000 35 7 0 20042.925781 50.107304 10.021461 5010.731445 992.855713 29.785671 2.978567 4070.708496
343900.000000 7455900.000000 40 4 0 20018.066406 50.045158 10.009032 5004.516602 998.063904 29.941917 2.994192 4092.062012
343900.000000 7456000.000000 44 8 0 19963.392578 49.908485 9.981696 4990.848145 1000.609131 30.018274 3.001827 4102.497559
343900.000000 7456100.000000 44 8 0 19963.392578 49.908485 9.981696 4990.848145 1000.602234 30.018068 3.001807 4102.469238
343900.000000 7456200.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.721008 30.261629 3.026163 4135.755859
343900.000000 7456300.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.589783 30.257694 3.025769 4135.218262
343900.000000 7456400.000000 45 5 0 19972.408203 49.931019 9.986205 4993.102051 1000.540894 30.016226 3.001623 4102.217773
343900.000000 7456500.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.642761 30.259283 3.025928 4135.435059
343900.000000 7456600.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.856812 30.265703 3.026570 4136.312988
343900.000000 7456700.000000 29 10 0 19897.294922 49.743225 9.948642 4974.323730 1002.364319 30.070929 3.007093 4109.693848
343900.000000 7456800.000000 34 1 0 20085.000000 50.212482 10.042499 5021.250000 996.850037 29.905500 2.990550 4087.085205
343900.000000 7456900.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.477417 30.254322 3.025432 4134.757324
343900.000000 7457000.000000 44 6 0 19972.910156 49.932274 9.986454 4993.227539 1000.361633 30.010849 3.001085 4101.482422
343900.000000 7457100.000000 41 3 0 20018.421875 50.046051 10.009211 5004.605469 998.597595 29.957928 2.995793 4094.250244
343900.000000 7457200.000000 20 14 0 19804.832031 49.512093 9.902417 4951.208008 1008.934021 30.268021 3.026802 4136.629395
343900.000000 7457300.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.312622 30.249378 3.024938 4134.081543
343900.000000 7457400.000000 36 9 0 20040.101562 50.100250 10.020051 5010.025391 994.673279 29.840199 2.984020 4078.160400
343900.000000 7457500.000000 27 9 0 19922.115234 49.805290 9.961058 4980.528809 1004.811401 30.144342 3.014434 4119.726562
343900.000000 7457600.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.126831 29.763805 2.976381 4067.719971
343900.000000 7457700.000000 46 3 0 19976.332031 49.940826 9.988165 4994.083008 1000.584900 30.017548 3.001755 4102.397949
343900.000000 7457800.000000 31 0 0 20106.195312 50.265488 10.053091 5026.548828 996.056458 29.881695 2.988169 4083.831543
343900.000000 7457900.000000 45 5 0 19972.408203 49.931019 9.986205 4993.102051 1000.550476 30.016514 3.001651 4102.256836
343900.000000 7458000.000000 43 1 0 20012.189453 50.030479 10.006095 5003.047363 998.841431 29.965242 2.996524 4095.249756
343900.000000 7458100.000000 32 5 0 20086.787109 50.216969 10.043393 5021.696777 998.359436 29.950783 2.995078 4093.273682
343900.000000 7458200.000000 49 9 0 19939.099609 49.847752 9.969549 4984.774902 1002.025330 30.060760 3.006076 4108.304199
343900.000000 7458300.000000 48 9 0 19942.580078 49.856480 9.971293 4985.645020 1002.014404 30.060431 3.006043 4108.258789
343900.000000 7458400.000000 29 11 0 19833.847656 49.597820 9.909004 4964.183105 1000.933960 30.028019 3.002802 4103.829102
343900.000000 7458500.000000 36 8 0 20038.320312 50.095810 10.019160 5009.580078 992.577393 29.777321 2.977732 4069.567139
343900.000000 7458600.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.443176 30.253294 3.025329 4134.616699
343900.000000 7458700.000000 28 7 0 20002.060547 50.005157 10.001032 5000.515137 1002.539185 30.076176 3.007618 4110.410645
343900.000000 7458800.000000 40 3 0 20019.015625 50.047539 10.009507 5004.753906 998.289612 29.948689 2.994869 4092.987305
343900.000000 7458900.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.320984 30.129629 3.012963 4117.715820
343900.000000 7459000.000000 20 15 2 10393.273438 29.137281 1.597880 4656.160645 1008.156616 30.244699 3.024470 4133.442383
343900.000000 7459100.000000 34 5 0 20088.751953 50.221882 10.044376 5022.187988 998.121094 29.943632 2.994363 4092.296387
343900.000000 7459200.000000 25 8 0 20002.140625 50.005352 10.001070 5000.535156 1006.565491 30.196964 3.019696 4126.918457
343900.000000 7459300.000000 44 7 0 19967.990234 49.919971 9.983994 4991.997559 1000.496399 30.014891 3.001489 4102.035156
343900.000000 7459400.000000 28 8 0 19959.003906 49.897499 9.979500 4989.750977 1004.191040 30.125732 3.012573 4117.183105
343900.000000 7459500.000000 35 8 0 20041.673828 50.104179 10.020837 5010.418457 992.315186 29.769455 2.976946 4068.492188
343900.000000 7459600.000000 28 11 0 19891.421875 49.728561 9.945709 4972.855469 1002.607727 30.078232 3.007823 4110.691406
343900.000000 7459700.000000 28 9 0 19913.166016 49.782906 9.956581 4978.291504 1004.675659 30.140268 3.014027 4119.169922
343900.000000 7459800.000000 45 1 0 20005.990234 50.014973 10.002995 5001.497559 1000.170654 30.005119 3.000512 4100.699707
